"region","alder","statistikkvariabel","måned","value"
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2018M11",19
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2019M11",17
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2018M11",39
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2019M11",23
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2018M11",148
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2019M11",147
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2018M11",61
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2019M11",54
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2018M11",87
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2019M11",93
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2018M11",64
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2019M11",75
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2018M11",22
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2019M11",28
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2018M11",42
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2019M11",47
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2018M11",58
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2019M11",49
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2018M11",19
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2019M11",22
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2018M11",39
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2019M11",27
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2018M11",149
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2019M11",142
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2018M11",41
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2019M11",47
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2018M11",108
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2019M11",95
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2018M11",31
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2019M11",32
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2018M11",10
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2019M11",8
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2018M11",21
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2019M11",24
"Tydal","15-74 år","Personer registrert helt arbeidsledige","2018M11",6
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2018M11",6
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2019M11",7
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2018M11",28
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2019M11",30
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2018M11",10
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2019M11",6
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2018M11",18
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2019M11",24
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2018M11",223
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2019M11",202
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2018M11",72
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2019M11",59
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2018M11",151
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2019M11",143
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2018M11",22
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2019M11",28
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2018M11",8
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2019M11",5
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2018M11",14
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2019M11",23
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2018M11",217
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2019M11",227
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2018M11",53
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2019M11",75
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2018M11",164
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2019M11",152
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2018M11",166
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2019M11",174
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2018M11",59
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2019M11",59
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2018M11",107
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2019M11",115
"Verran","15-74 år","Personer registrert helt arbeidsledige","2018M11",26
"Verran","15-74 år","Personer registrert helt arbeidsledige","2019M11",34
"Verran","15-29 år","Personer registrert helt arbeidsledige","2018M11",7
"Verran","15-29 år","Personer registrert helt arbeidsledige","2019M11",9
"Verran","30-74 år","Personer registrert helt arbeidsledige","2018M11",19
"Verran","30-74 år","Personer registrert helt arbeidsledige","2019M11",25
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2018M11",7
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2019M11",13
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2019M11",7
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2019M11",6
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2018M11",7
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2019M11",22
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2019M11",7
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2019M11",15
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2018M11",10
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2019M11",5
"Lierne","30-74 år","Personer registrert helt arbeidsledige","2018M11",10
"Lierne","30-74 år","Personer registrert helt arbeidsledige","2019M11",5
"Raarvihke - Røyrvik","15-74 år","Personer registrert helt arbeidsledige","2019M11",7
"Raarvihke - Røyrvik","15-29 år","Personer registrert helt arbeidsledige","2019M11",4
"Raarvihke - Røyrvik","30-74 år","Personer registrert helt arbeidsledige","2019M11",3
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2018M11",9
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2019M11",4
"Namsskogan","15-29 år","Personer registrert helt arbeidsledige","2018M11",3
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2018M11",6
"Grong","15-74 år","Personer registrert helt arbeidsledige","2018M11",18
"Grong","15-74 år","Personer registrert helt arbeidsledige","2019M11",16
"Grong","15-29 år","Personer registrert helt arbeidsledige","2018M11",4
"Grong","15-29 år","Personer registrert helt arbeidsledige","2019M11",4
"Grong","30-74 år","Personer registrert helt arbeidsledige","2018M11",14
"Grong","30-74 år","Personer registrert helt arbeidsledige","2019M11",12
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2018M11",4
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2019M11",6
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2018M11",19
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2019M11",30
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2018M11",12
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2019M11",9
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2018M11",7
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2019M11",21
"Fosnes","30-74 år","Personer registrert helt arbeidsledige","2019M11",6
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2018M11",6
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2019M11",15
"Flatanger","15-29 år","Personer registrert helt arbeidsledige","2018M11",3
"Flatanger","15-29 år","Personer registrert helt arbeidsledige","2019M11",4
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2018M11",3
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2019M11",11
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2018M11",51
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2019M11",44
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2018M11",20
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2019M11",15
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2018M11",31
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2019M11",29
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2018M11",47
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2019M11",37
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2018M11",20
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2019M11",18
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2018M11",27
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2019M11",19
"Leka","15-74 år","Personer registrert helt arbeidsledige","2018M11",3
"Leka","30-74 år","Personer registrert helt arbeidsledige","2018M11",3
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2018M11",52
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2019M11",56
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2018M11",22
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2019M11",21
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2018M11",30
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2019M11",35
"Indre Fosen","15-74 år","Personer registrert helt arbeidsledige","2018M11",87
"Indre Fosen","15-74 år","Personer registrert helt arbeidsledige","2019M11",88
"Indre Fosen","15-29 år","Personer registrert helt arbeidsledige","2018M11",23
"Indre Fosen","15-29 år","Personer registrert helt arbeidsledige","2019M11",29
"Indre Fosen","30-74 år","Personer registrert helt arbeidsledige","2018M11",64
"Indre Fosen","30-74 år","Personer registrert helt arbeidsledige","2019M11",59
"Rindal","15-74 år","Personer registrert helt arbeidsledige","2019M11",11
"Rindal","15-29 år","Personer registrert helt arbeidsledige","2019M11",5
"Rindal","30-74 år","Personer registrert helt arbeidsledige","2019M11",6
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2009M11",2568
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2010M11",2677
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2011M11",2073
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2012M11",1968
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2013M11",2146
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2014M11",2397
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2015M11",2512
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2016M11",2401
"Trondheim","15-74 år","Personer registrert helt arbeidsledige","2017M11",2027
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2009M11",951
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2010M11",1017
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2011M11",710
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2012M11",690
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2013M11",805
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2014M11",835
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2015M11",880
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2016M11",765
"Trondheim","15-29 år","Personer registrert helt arbeidsledige","2017M11",617
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2009M11",1617
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2010M11",1660
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2011M11",1363
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2012M11",1278
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2013M11",1341
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2014M11",1562
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2015M11",1632
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2016M11",1636
"Trondheim","30-74 år","Personer registrert helt arbeidsledige","2017M11",1410
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2009M11",58
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2010M11",45
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2011M11",31
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2012M11",36
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2013M11",33
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2014M11",36
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2015M11",53
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2016M11",50
"Hemne","15-74 år","Personer registrert helt arbeidsledige","2017M11",28
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2009M11",25
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2010M11",24
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2011M11",15
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2012M11",22
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2013M11",24
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2014M11",18
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2015M11",23
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2016M11",24
"Hemne","15-29 år","Personer registrert helt arbeidsledige","2017M11",9
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2009M11",33
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2010M11",21
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2011M11",16
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2012M11",14
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2013M11",9
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2014M11",18
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2015M11",30
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2016M11",26
"Hemne","30-74 år","Personer registrert helt arbeidsledige","2017M11",19
"Snillfjord","15-74 år","Personer registrert helt arbeidsledige","2010M11",4
"Snillfjord","15-74 år","Personer registrert helt arbeidsledige","2011M11",7
"Snillfjord","15-74 år","Personer registrert helt arbeidsledige","2012M11",3
"Snillfjord","15-74 år","Personer registrert helt arbeidsledige","2015M11",8
"Snillfjord","15-74 år","Personer registrert helt arbeidsledige","2017M11",4
"Snillfjord","15-29 år","Personer registrert helt arbeidsledige","2015M11",4
"Snillfjord","30-74 år","Personer registrert helt arbeidsledige","2009M11",5
"Snillfjord","30-74 år","Personer registrert helt arbeidsledige","2012M11",3
"Snillfjord","30-74 år","Personer registrert helt arbeidsledige","2013M11",5
"Snillfjord","30-74 år","Personer registrert helt arbeidsledige","2014M11",4
"Snillfjord","30-74 år","Personer registrert helt arbeidsledige","2015M11",4
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2009M11",45
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2010M11",40
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2011M11",51
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2012M11",53
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2013M11",55
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2014M11",41
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2015M11",63
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2016M11",64
"Hitra","15-74 år","Personer registrert helt arbeidsledige","2017M11",60
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2009M11",19
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2010M11",20
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2011M11",17
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2012M11",15
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2013M11",17
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2014M11",13
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2015M11",18
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2016M11",15
"Hitra","15-29 år","Personer registrert helt arbeidsledige","2017M11",15
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2009M11",26
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2010M11",20
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2011M11",34
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2012M11",38
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2013M11",38
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2014M11",28
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2015M11",45
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2016M11",49
"Hitra","30-74 år","Personer registrert helt arbeidsledige","2017M11",45
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2009M11",62
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2010M11",64
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2011M11",52
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2012M11",63
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2013M11",47
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2014M11",48
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2015M11",58
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2016M11",78
"Frøya","15-74 år","Personer registrert helt arbeidsledige","2017M11",59
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2009M11",22
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2010M11",26
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2011M11",14
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2012M11",24
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2013M11",17
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2014M11",16
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2015M11",26
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2016M11",31
"Frøya","15-29 år","Personer registrert helt arbeidsledige","2017M11",18
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2009M11",40
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2010M11",38
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2011M11",38
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2012M11",39
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2013M11",30
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2014M11",32
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2015M11",32
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2016M11",47
"Frøya","30-74 år","Personer registrert helt arbeidsledige","2017M11",41
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2009M11",88
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2010M11",105
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2011M11",61
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2012M11",51
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2013M11",42
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2014M11",56
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2015M11",66
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2016M11",44
"Ørland","15-74 år","Personer registrert helt arbeidsledige","2017M11",36
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2009M11",50
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2010M11",53
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2011M11",29
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2012M11",23
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2013M11",17
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2014M11",25
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2015M11",27
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2016M11",23
"Ørland","15-29 år","Personer registrert helt arbeidsledige","2017M11",22
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2009M11",38
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2010M11",52
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2011M11",32
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2012M11",28
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2013M11",25
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2014M11",31
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2015M11",39
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2016M11",21
"Ørland","30-74 år","Personer registrert helt arbeidsledige","2017M11",14
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2009M11",10
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2010M11",17
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2011M11",22
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2012M11",9
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2013M11",11
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2014M11",17
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2015M11",24
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2016M11",23
"Agdenes","15-74 år","Personer registrert helt arbeidsledige","2017M11",11
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2009M11",4
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2010M11",7
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2011M11",10
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2012M11",5
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2013M11",8
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2014M11",6
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2015M11",7
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2016M11",10
"Agdenes","15-29 år","Personer registrert helt arbeidsledige","2017M11",4
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2009M11",6
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2010M11",10
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2011M11",12
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2012M11",4
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2013M11",3
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2014M11",11
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2015M11",17
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2016M11",13
"Agdenes","30-74 år","Personer registrert helt arbeidsledige","2017M11",7
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2009M11",98
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2010M11",210
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2011M11",83
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2012M11",75
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2013M11",97
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2014M11",107
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2015M11",183
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2016M11",98
"Rissa","15-74 år","Personer registrert helt arbeidsledige","2017M11",71
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2009M11",29
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2010M11",53
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2011M11",28
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2012M11",18
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2013M11",26
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2014M11",36
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2015M11",32
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2016M11",31
"Rissa","15-29 år","Personer registrert helt arbeidsledige","2017M11",21
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2009M11",69
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2010M11",157
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2011M11",55
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2012M11",57
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2013M11",71
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2014M11",71
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2015M11",151
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2016M11",67
"Rissa","30-74 år","Personer registrert helt arbeidsledige","2017M11",50
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2009M11",70
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2010M11",68
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2011M11",56
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2012M11",47
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2013M11",34
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2014M11",46
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2015M11",59
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2016M11",52
"Bjugn","15-74 år","Personer registrert helt arbeidsledige","2017M11",43
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2009M11",31
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2010M11",35
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2011M11",23
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2012M11",17
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2013M11",11
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2014M11",14
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2015M11",21
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2016M11",18
"Bjugn","15-29 år","Personer registrert helt arbeidsledige","2017M11",16
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2009M11",39
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2010M11",33
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2011M11",33
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2012M11",30
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2013M11",23
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2014M11",32
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2015M11",38
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2016M11",34
"Bjugn","30-74 år","Personer registrert helt arbeidsledige","2017M11",27
"Åfjord","15-74 år","Personer registrert helt arbeidsledige","2009M11",36
"Åfjord","15-74 år","Personer registrert helt arbeidsledige","2010M11",41
"Åfjord","15-74 år","Personer registrert helt arbeidsledige","2011M11",37
"Åfjord","15-74 år","Personer registrert helt arbeidsledige","2012M11",26
"Åfjord","15-74 år","Personer registrert helt arbeidsledige","2013M11",25
"Åfjord","15-74 år","Personer registrert helt arbeidsledige","2014M11",32
"Åfjord","15-74 år","Personer registrert helt arbeidsledige","2015M11",32
"Åfjord","15-74 år","Personer registrert helt arbeidsledige","2016M11",33
"Åfjord","15-29 år","Personer registrert helt arbeidsledige","2009M11",5
"Åfjord","15-29 år","Personer registrert helt arbeidsledige","2010M11",13
"Åfjord","15-29 år","Personer registrert helt arbeidsledige","2011M11",11
"Åfjord","15-29 år","Personer registrert helt arbeidsledige","2012M11",8
"Åfjord","15-29 år","Personer registrert helt arbeidsledige","2013M11",6
"Åfjord","15-29 år","Personer registrert helt arbeidsledige","2014M11",8
"Åfjord","15-29 år","Personer registrert helt arbeidsledige","2015M11",9
"Åfjord","15-29 år","Personer registrert helt arbeidsledige","2016M11",8
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2009M11",31
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2010M11",28
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2011M11",26
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2012M11",18
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2013M11",19
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2014M11",24
